time,data
186,4.30048e+74
187,4.34684e+74
188,4.39346e+74
189,4.44032e+74
190,4.48743e+74
191,4.53479e+74
192,4.5824e+74
193,4.63026e+74
194,4.67837e+74
195,4.72672e+74
196,4.77533e+74
197,4.82418e+74
198,4.87328e+74
199,4.92263e+74
200,4.97223e+74
201,5.02207e+74
202,5.07217e+74
203,5.12251e+74
204,5.1731e+74
205,5.22395e+74
206,5.27503e+74
207,5.32637e+74
208,5.37796e+74
209,5.4298e+74
210,5.48188e+74
211,5.53421e+74
212,5.58679e+74
213,5.63962e+74
214,5.6927e+74
215,5.74603e+74
216,5.7996e+74
217,5.85343e+74
218,5.9075e+74
219,5.96182e+74
220,6.01639e+74
221,6.07121e+74
222,6.12628e+74
223,6.1816e+74
224,6.23716e+74
225,6.29297e+74
226,6.34904e+74
227,6.40535e+74
228,6.46191e+74
229,6.51871e+74
230,6.57577e+74
231,6.63307e+74
232,6.69063e+74
233,6.74843e+74
234,6.80648e+74
235,6.86478e+74
236,6.92333e+74
237,6.98212e+74
238,7.04117e+74
239,7.10046e+74
240,7.16001e+74
241,7.2198e+74
242,7.27984e+74
243,7.34012e+74
244,7.40066e+74
245,7.46145e+74
246,7.52248e+74
247,7.58376e+74
248,7.64529e+74
249,7.70707e+74
250,7.7691e+74
251,7.83138e+74
252,7.89391e+74
253,7.95668e+74
254,8.0197e+74
255,8.08298e+74
256,8.1465e+74
257,8.21026e+74
258,8.27428e+74
259,8.33855e+74
260,8.40306e+74
261,8.46783e+74
262,8.53284e+74
263,8.5981e+74
264,8.66361e+74
265,8.72936e+74
266,8.79537e+74
267,8.86163e+74
268,8.92813e+74
269,8.99488e+74
270,9.06188e+74
271,9.12913e+74
272,9.19663e+74
273,9.26438e+74
274,9.33237e+74
275,9.40062e+74
276,9.46911e+74
277,9.53785e+74
278,9.60684e+74
279,9.67608e+74
280,9.74556e+74
281,9.8153e+74
282,9.88528e+74
283,9.95552e+74
284,1.0026e+75
285,1.00967e+75
286,1.01677e+75
287,1.02389e+75
288,1.03104e+75
289,1.03821e+75
290,1.04541e+75
291,1.05263e+75
292,1.05988e+75
293,1.06715e+75
294,1.07445e+75
295,1.08177e+75
296,1.08912e+75
297,1.09649e+75
298,1.10388e+75
299,1.1113e+75
300,1.11875e+75
301,1.12622e+75
302,1.13372e+75
303,1.14124e+75
304,1.14878e+75
305,1.15635e+75
306,1.16395e+75
307,1.17157e+75
308,1.17921e+75
309,1.18688e+75
310,1.19458e+75
311,1.2023e+75
312,1.21004e+75
313,1.21781e+75
314,1.2256e+75
315,1.23342e+75
316,1.24127e+75
317,1.24914e+75
318,1.25703e+75
319,1.26495e+75
320,1.27289e+75
321,1.28086e+75
322,1.28885e+75
323,1.29687e+75
324,1.30491e+75
325,1.31298e+75
326,1.32107e+75
327,1.32919e+75
328,1.33733e+75
329,1.3455e+75
330,1.35369e+75
331,1.36191e+75
332,1.37015e+75
333,1.37841e+75
334,1.3867e+75
335,1.39502e+75
336,1.40336e+75
337,1.41173e+75
338,1.42012e+75
339,1.42853e+75
340,1.43697e+75
341,1.44544e+75
342,1.45393e+75
343,1.46244e+75
344,1.47098e+75
345,1.47955e+75
346,1.48814e+75
347,1.49675e+75
348,1.50539e+75
349,1.51406e+75
350,1.52274e+75
351,1.53146e+75
352,1.5402e+75
353,1.54896e+75
354,1.55775e+75
355,1.56656e+75
356,1.5754e+75
357,1.58426e+75
358,1.59315e+75
359,1.60206e+75
360,1.611e+75
361,1.61996e+75
362,1.62895e+75
363,1.63796e+75
364,1.647e+75
365,1.65606e+75
366,1.66515e+75
367,1.67426e+75
368,1.6834e+75
369,1.69256e+75
370,1.70174e+75
371,1.71096e+75
372,1.72019e+75
373,1.72945e+75
374,1.73874e+75
375,1.74805e+75
376,1.75738e+75
377,1.76674e+75
378,1.77613e+75
379,1.78554e+75
380,1.79497e+75
381,1.80443e+75
382,1.81392e+75
383,1.82343e+75
384,1.83296e+75
385,1.84252e+75
386,1.8521e+75
387,1.86171e+75
388,1.87135e+75
389,1.88101e+75
390,1.89069e+75
391,1.9004e+75
392,1.91013e+75
393,1.91989e+75
394,1.92967e+75
395,1.93948e+75
396,1.94931e+75
397,1.95917e+75
398,1.96905e+75
399,1.97896e+75
400,1.98889e+75
401,1.99885e+75
402,2.00883e+75
403,2.01884e+75
404,2.02887e+75
405,2.03892e+75
406,2.049e+75
407,2.05911e+75
408,2.06924e+75
409,2.0794e+75
410,2.08958e+75
411,2.09978e+75
412,2.11001e+75
413,2.12027e+75
414,2.13055e+75
415,2.14085e+75
416,2.15118e+75
417,2.16154e+75
418,2.17192e+75
419,2.18232e+75
420,2.19275e+75
421,2.20321e+75
422,2.21368e+75
423,2.22419e+75
424,2.23472e+75
425,2.24527e+75
426,2.25585e+75
427,2.26645e+75
428,2.27708e+75
429,2.28773e+75
430,2.29841e+75
431,2.30911e+75
432,2.31984e+75
433,2.33059e+75
434,2.34137e+75
435,2.35217e+75
436,2.363e+75
437,2.37385e+75
438,2.38473e+75
439,2.39563e+75
440,2.40656e+75
441,2.41751e+75
442,2.42848e+75
443,2.43949e+75
444,2.45051e+75
445,2.46156e+75
446,2.47264e+75
447,2.48374e+75
448,2.49486e+75
449,2.50601e+75
450,2.51719e+75
451,2.52839e+75
452,2.53961e+75
453,2.55086e+75
454,2.56214e+75
455,2.57344e+75
456,2.58476e+75
457,2.59611e+75
458,2.60749e+75
459,2.61888e+75
460,2.63031e+75
461,2.64176e+75
462,2.65323e+75
463,2.66473e+75
464,2.67625e+75
465,2.6878e+75
466,2.69937e+75
467,2.71097e+75
468,2.72259e+75
469,2.73424e+75
470,2.74591e+75
471,2.75761e+75
472,2.76933e+75
473,2.78108e+75
474,2.79285e+75
475,2.80465e+75
476,2.81647e+75
477,2.82831e+75
478,2.84019e+75
479,2.85208e+75
480,2.864e+75
481,2.87595e+75
482,2.88792e+75
483,2.89991e+75
484,2.91193e+75
485,2.92398e+75
486,2.93605e+75
487,2.94814e+75
488,2.96026e+75
489,2.97241e+75
490,2.98458e+75
491,2.99677e+75
492,3.00899e+75
493,3.02124e+75
494,3.03351e+75
495,3.0458e+75
496,3.05812e+75
497,3.07046e+75
498,3.08283e+75
499,3.09522e+75
500,3.10764e+75
501,3.12008e+75
502,3.13255e+75
503,3.14504e+75
504,3.15756e+75
505,3.1701e+75
506,3.18267e+75
507,3.19526e+75
508,3.20788e+75
509,3.22052e+75
510,3.23319e+75
511,3.24588e+75
512,3.2586e+75
513,3.27134e+75
514,3.28411e+75
515,3.2969e+75
516,3.30971e+75
517,3.32255e+75
518,3.33542e+75
519,3.34831e+75
520,3.36122e+75
521,3.37417e+75
522,3.38713e+75
523,3.40012e+75
524,3.41313e+75
525,3.42617e+75
526,3.43924e+75
527,3.45233e+75
528,3.46544e+75
529,3.47858e+75
530,3.49175e+75
531,3.50493e+75
532,3.51815e+75
533,3.53139e+75
534,3.54465e+75
535,3.55794e+75
536,3.57125e+75
537,3.58459e+75
538,3.59795e+75
539,3.61134e+75
540,3.62475e+75
541,3.63819e+75
542,3.65165e+75
543,3.66514e+75
544,3.67865e+75
545,3.69219e+75
546,3.70575e+75
547,3.71934e+75
548,3.73295e+75
549,3.74658e+75
550,3.76025e+75
551,3.77393e+75
552,3.78764e+75
553,3.80138e+75
554,3.81514e+75
555,3.82892e+75
556,3.84274e+75
557,3.85657e+75
558,3.87043e+75
559,3.88432e+75
560,3.89823e+75
561,3.91216e+75
562,3.92612e+75
563,3.9401e+75
564,3.95411e+75
565,3.96815e+75
566,3.98221e+75
567,3.99629e+75
568,4.0104e+75
569,4.02453e+75
570,4.03869e+75
571,4.05287e+75
572,4.06708e+75
573,4.08132e+75
574,4.09557e+75
575,4.10986e+75
576,4.12416e+75
577,4.1385e+75
578,4.15285e+75
579,4.16724e+75
580,4.18164e+75
581,4.19607e+75
582,4.21053e+75
583,4.22501e+75
584,4.23952e+75
585,4.25405e+75
586,4.26861e+75
587,4.28319e+75
588,4.29779e+75
589,4.31242e+75
590,4.32708e+75
591,4.34176e+75
592,4.35647e+75
593,4.3712e+75
594,4.38595e+75
595,4.40073e+75
596,4.41554e+75
597,4.43037e+75
598,4.44522e+75
599,4.4601e+75
600,4.475e+75
601,4.48993e+75
602,4.50489e+75
603,4.51987e+75
604,4.53487e+75
605,4.5499e+75
606,4.56495e+75
607,4.58003e+75
608,4.59513e+75
609,4.61026e+75
610,4.62541e+75
611,4.64059e+75
612,4.65579e+75
613,4.67102e+75
614,4.68627e+75
615,4.70155e+75
616,4.71685e+75
617,4.73218e+75
618,4.74753e+75
619,4.76291e+75
620,4.77831e+75
621,4.79374e+75
622,4.80919e+75
623,4.82466e+75
624,4.84016e+75
625,4.85569e+75
626,4.87124e+75
627,4.88682e+75
628,4.90242e+75
629,4.91804e+75
630,4.93369e+75
631,4.94937e+75
632,4.96507e+75
633,4.98079e+75
634,4.99654e+75
635,5.01231e+75
636,5.02811e+75
637,5.04394e+75
638,5.05979e+75
639,5.07566e+75
640,5.09156e+75
641,5.10748e+75
642,5.12343e+75
643,5.1394e+75
644,5.1554e+75
645,5.17143e+75
646,5.18747e+75
647,5.20355e+75
648,5.21964e+75
649,5.23577e+75
650,5.25191e+75
651,5.26809e+75
652,5.28428e+75
653,5.3005e+75
654,5.31675e+75
655,5.33302e+75
656,5.34932e+75
657,5.36564e+75
658,5.38199e+75
659,5.39836e+75
660,5.41475e+75
661,5.43118e+75
662,5.44762e+75
663,5.46409e+75
664,5.48059e+75
665,5.49711e+75
666,5.51365e+75
667,5.53022e+75
668,5.54682e+75
669,5.56344e+75
670,5.58008e+75
671,5.59675e+75
672,5.61344e+75
673,5.63016e+75
674,5.64691e+75
675,5.66368e+75
676,5.68047e+75
677,5.69729e+75
678,5.71413e+75
679,5.731e+75
680,5.74789e+75
681,5.76481e+75
682,5.78175e+75
683,5.79872e+75
684,5.81571e+75
685,5.83273e+75
686,5.84977e+75
687,5.86684e+75
688,5.88393e+75
689,5.90105e+75
690,5.91819e+75
691,5.93536e+75
692,5.95255e+75
693,5.96977e+75
694,5.98701e+75
695,6.00427e+75
696,6.02156e+75
697,6.03888e+75
698,6.05622e+75
699,6.07359e+75
700,6.09098e+75
701,6.10839e+75
702,6.12583e+75
703,6.1433e+75
704,6.16079e+75
705,6.1783e+75
706,6.19584e+75
707,6.21341e+75
708,6.23099e+75
709,6.24861e+75
710,6.26625e+75
711,6.28391e+75
712,6.3016e+75
713,6.31931e+75
714,6.33705e+75
715,6.35482e+75
716,6.3726e+75
717,6.39042e+75
718,6.40825e+75
719,6.42612e+75
720,6.44401e+75
721,6.46192e+75
722,6.47985e+75
723,6.49782e+75
724,6.5158e+75
725,6.53382e+75
726,6.55185e+75
727,6.56991e+75
728,6.588e+75
729,6.60611e+75
730,6.62425e+75
731,6.64241e+75
732,6.6606e+75
733,6.67881e+75
734,6.69704e+75
735,6.7153e+75
736,6.73359e+75
737,6.7519e+75
738,6.77023e+75
739,6.78859e+75
740,6.80698e+75
741,6.82539e+75
742,6.84382e+75
743,6.86228e+75
744,6.88077e+75
745,6.89927e+75
746,6.91781e+75
747,6.93637e+75
748,6.95495e+75
749,6.97356e+75
750,6.99219e+75
751,7.01085e+75
752,7.02953e+75
753,7.04824e+75
754,7.06698e+75
755,7.08573e+75
756,7.10452e+75
757,7.12332e+75
758,7.14216e+75
759,7.16101e+75
760,7.17989e+75
761,7.1988e+75
762,7.21773e+75
763,7.23669e+75
764,7.25567e+75
765,7.27468e+75
766,7.29371e+75
767,7.31276e+75
768,7.33185e+75
769,7.35095e+75
770,7.37008e+75
771,7.38924e+75
772,7.40842e+75
773,7.42762e+75
774,7.44685e+75
775,7.46611e+75
776,7.48539e+75
777,7.50469e+75
778,7.52402e+75
779,7.54338e+75
780,7.56276e+75
781,7.58216e+75
782,7.60159e+75
783,7.62104e+75
784,7.64052e+75
785,7.66003e+75
786,7.67955e+75
787,7.69911e+75
788,7.71868e+75
789,7.73829e+75
790,7.75792e+75
791,7.77757e+75
792,7.79725e+75
793,7.81695e+75
794,7.83668e+75
795,7.85643e+75
796,7.87621e+75
797,7.89601e+75
798,7.91583e+75
799,7.93569e+75
800,7.95556e+75
801,7.97546e+75
802,7.99539e+75
803,8.01534e+75
804,8.03532e+75
805,8.05532e+75
806,8.07534e+75
807,8.09539e+75
808,8.11547e+75
809,8.13557e+75
810,8.15569e+75
811,8.17584e+75
812,8.19602e+75
813,8.21622e+75
814,8.23644e+75
815,8.25669e+75
816,8.27697e+75
817,8.29727e+75
818,8.31759e+75
819,8.33794e+75
820,8.35831e+75
821,8.37871e+75
822,8.39913e+75
823,8.41958e+75
824,8.44006e+75
825,8.46055e+75
826,8.48108e+75
827,8.50162e+75
828,8.5222e+75
829,8.54279e+75
830,8.56342e+75
831,8.58406e+75
832,8.60474e+75
833,8.62543e+75
834,8.64615e+75
835,8.6669e+75
836,8.68767e+75
837,8.70847e+75
838,8.72929e+75
839,8.75014e+75
840,8.77101e+75
841,8.7919e+75
842,8.81282e+75
843,8.83377e+75
844,8.85474e+75
845,8.87573e+75
846,8.89675e+75
847,8.9178e+75
848,8.93887e+75
849,8.95996e+75
850,8.98108e+75
851,9.00223e+75
852,9.0234e+75
853,9.04459e+75
854,9.06581e+75
855,9.08705e+75
856,9.10832e+75
857,9.12962e+75
858,9.15093e+75
859,9.17228e+75
860,9.19365e+75
861,9.21504e+75
862,9.23646e+75
863,9.2579e+75
864,9.27937e+75
865,9.30086e+75
866,9.32238e+75
867,9.34392e+75
868,9.36549e+75
869,9.38708e+75
870,9.40869e+75
871,9.43034e+75
872,9.452e+75
873,9.47369e+75
874,9.49541e+75
875,9.51715e+75
876,9.53892e+75
877,9.56071e+75
878,9.58252e+75
879,9.60436e+75
880,9.62623e+75
881,9.64812e+75
882,9.67004e+75
883,9.69198e+75
884,9.71394e+75
885,9.73593e+75
886,9.75794e+75
887,9.77998e+75
888,9.80205e+75
889,9.82414e+75
890,9.84625e+75
891,9.86839e+75
892,9.89055e+75
893,9.91274e+75
894,9.93496e+75
895,9.95719e+75
896,9.97946e+75
897,1.00017e+76
898,1.00241e+76
899,1.00464e+76
900,1.00688e+76
901,1.00911e+76
902,1.01136e+76
903,1.0136e+76
904,1.01585e+76
905,1.01809e+76
906,1.02035e+76
907,1.0226e+76
908,1.02486e+76
909,1.02711e+76
910,1.02938e+76
911,1.03164e+76
912,1.0339e+76
913,1.03617e+76
914,1.03844e+76
915,1.04072e+76
916,1.04299e+76
917,1.04527e+76
918,1.04755e+76
919,1.04984e+76
920,1.05212e+76
921,1.05441e+76
922,1.0567e+76
923,1.059e+76
924,1.06129e+76
925,1.06359e+76
926,1.06589e+76
927,1.06819e+76
928,1.0705e+76
929,1.07281e+76
930,1.07512e+76
931,1.07743e+76
932,1.07975e+76
933,1.08207e+76
934,1.08439e+76
935,1.08671e+76
936,1.08904e+76
937,1.09137e+76
938,1.0937e+76
939,1.09603e+76
940,1.09836e+76
941,1.1007e+76
942,1.10304e+76
943,1.10539e+76
944,1.10773e+76
945,1.11008e+76
946,1.11243e+76
947,1.11478e+76
948,1.11714e+76
949,1.1195e+76
950,1.12186e+76
951,1.12422e+76
952,1.12659e+76
953,1.12896e+76
954,1.13133e+76
955,1.1337e+76
956,1.13607e+76
957,1.13845e+76
958,1.14083e+76
959,1.14322e+76
960,1.1456e+76
961,1.14799e+76
962,1.15038e+76
963,1.15277e+76
964,1.15517e+76
965,1.15757e+76
966,1.15997e+76
967,1.16237e+76
968,1.16477e+76
969,1.16718e+76
970,1.16959e+76
971,1.172e+76
972,1.17442e+76
973,1.17684e+76
974,1.17926e+76
975,1.18168e+76
976,1.18411e+76
977,1.18653e+76
978,1.18896e+76
979,1.1914e+76
980,1.19383e+76
981,1.19627e+76
982,1.19871e+76
983,1.20115e+76
984,1.2036e+76
985,1.20604e+76
986,1.20849e+76
987,1.21095e+76
988,1.2134e+76
989,1.21586e+76
990,1.21832e+76
991,1.22078e+76
992,1.22325e+76
993,1.22571e+76
994,1.22818e+76
995,1.23066e+76
996,1.23313e+76
997,1.23561e+76
998,1.23809e+76
999,1.24057e+76
1000,1.24306e+76
1001,1.24554e+76
1002,1.24803e+76
1003,1.25053e+76
1004,1.25302e+76
1005,1.25552e+76
1006,1.25802e+76
1007,1.26052e+76
1008,1.26302e+76
1009,1.26553e+76
1010,1.26804e+76
1011,1.27055e+76
1012,1.27307e+76
1013,1.27559e+76
1014,1.27811e+76
1015,1.28063e+76
1016,1.28315e+76
1017,1.28568e+76
1018,1.28821e+76
1019,1.29074e+76
1020,1.29328e+76
1021,1.29581e+76
1022,1.29835e+76
1023,1.30089e+76
1024,1.30344e+76
1025,1.30599e+76
1026,1.30854e+76
1027,1.31109e+76
1028,1.31364e+76
1029,1.3162e+76
1030,1.31876e+76
1031,1.32132e+76
1032,1.32389e+76
1033,1.32645e+76
1034,1.32902e+76
1035,1.33159e+76
1036,1.33417e+76
1037,1.33674e+76
1038,1.33932e+76
1039,1.34191e+76
1040,1.34449e+76
1041,1.34708e+76
1042,1.34967e+76
1043,1.35226e+76
1044,1.35485e+76
1045,1.35745e+76
1046,1.36005e+76
1047,1.36265e+76
1048,1.36525e+76
1049,1.36786e+76
1050,1.37047e+76
1051,1.37308e+76
1052,1.3757e+76
1053,1.37831e+76
1054,1.38093e+76
1055,1.38355e+76
1056,1.38618e+76
1057,1.3888e+76
1058,1.39143e+76
1059,1.39406e+76
1060,1.3967e+76
1061,1.39933e+76
1062,1.40197e+76
1063,1.40462e+76
1064,1.40726e+76
1065,1.40991e+76
1066,1.41255e+76
1067,1.41521e+76
1068,1.41786e+76
1069,1.42052e+76
1070,1.42318e+76
1071,1.42584e+76
1072,1.4285e+76
1073,1.43117e+76
1074,1.43384e+76
1075,1.43651e+76
1076,1.43918e+76
1077,1.44186e+76
1078,1.44454e+76
1079,1.44722e+76
1080,1.4499e+76
1081,1.45259e+76
1082,1.45528e+76
1083,1.45797e+76
1084,1.46066e+76
1085,1.46336e+76
1086,1.46606e+76
1087,1.46876e+76
1088,1.47146e+76
1089,1.47417e+76
1090,1.47688e+76
1091,1.47959e+76
1092,1.4823e+76
1093,1.48502e+76
1094,1.48773e+76
1095,1.49046e+76
1096,1.49318e+76
1097,1.49591e+76
1098,1.49863e+76
1099,1.50136e+76
1100,1.5041e+76
1101,1.50683e+76
1102,1.50957e+76
1103,1.51231e+76
1104,1.51506e+76
1105,1.5178e+76
1106,1.52055e+76
1107,1.5233e+76
1108,1.52606e+76
1109,1.52881e+76
1110,1.53157e+76
1111,1.53433e+76
1112,1.53709e+76
1113,1.53986e+76
1114,1.54263e+76
1115,1.5454e+76
1116,1.54817e+76
1117,1.55095e+76
1118,1.55373e+76
1119,1.55651e+76
1120,1.55929e+76
1121,1.56208e+76
1122,1.56486e+76
1123,1.56765e+76
1124,1.57045e+76
1125,1.57324e+76
1126,1.57604e+76
1127,1.57884e+76
1128,1.58165e+76
1129,1.58445e+76
1130,1.58726e+76
1131,1.59007e+76
1132,1.59288e+76
1133,1.5957e+76
1134,1.59852e+76
1135,1.60134e+76
1136,1.60416e+76
1137,1.60698e+76
1138,1.60981e+76
1139,1.61264e+76
1140,1.61548e+76
1141,1.61831e+76
1142,1.62115e+76
1143,1.62399e+76
1144,1.62683e+76
1145,1.62968e+76
1146,1.63253e+76
1147,1.63538e+76
1148,1.63823e+76
1149,1.64108e+76
1150,1.64394e+76
1151,1.6468e+76
1152,1.64967e+76
1153,1.65253e+76
1154,1.6554e+76
1155,1.65827e+76
1156,1.66114e+76
1157,1.66402e+76
1158,1.66689e+76
1159,1.66977e+76
1160,1.67266e+76
1161,1.67554e+76
1162,1.67843e+76
1163,1.68132e+76
1164,1.68421e+76
1165,1.68711e+76
1166,1.69e+76
1167,1.69291e+76
1168,1.69581e+76
1169,1.69871e+76
1170,1.70162e+76
1171,1.70453e+76
1172,1.70744e+76
1173,1.71036e+76
1174,1.71327e+76
1175,1.71619e+76
1176,1.71912e+76
1177,1.72204e+76
1178,1.72497e+76
1179,1.7279e+76
1180,1.73083e+76
1181,1.73377e+76
1182,1.7367e+76
1183,1.73964e+76
1184,1.74259e+76
1185,1.74553e+76
1186,1.74848e+76
1187,1.75143e+76
1188,1.75438e+76
1189,1.75734e+76
1190,1.76029e+76
1191,1.76325e+76
1192,1.76621e+76
1193,1.76918e+76
1194,1.77215e+76
1195,1.77512e+76
1196,1.77809e+76
1197,1.78106e+76
1198,1.78404e+76
1199,1.78702e+76
1200,1.79e+76
1201,1.79299e+76
1202,1.79597e+76
1203,1.79896e+76
1204,1.80195e+76
1205,1.80495e+76
1206,1.80795e+76
1207,1.81095e+76
1208,1.81395e+76
1209,1.81695e+76
1210,1.81996e+76
1211,1.82297e+76
1212,1.82598e+76
1213,1.82899e+76
1214,1.83201e+76
1215,1.83503e+76
1216,1.83805e+76
1217,1.84108e+76
1218,1.8441e+76
1219,1.84713e+76
1220,1.85017e+76
1221,1.8532e+76
1222,1.85624e+76
1223,1.85928e+76
1224,1.86232e+76
1225,1.86536e+76
1226,1.86841e+76
1227,1.87146e+76
1228,1.87451e+76
1229,1.87756e+76
1230,1.88062e+76
1231,1.88368e+76
1232,1.88674e+76
1233,1.88981e+76
1234,1.89287e+76
1235,1.89594e+76
1236,1.89901e+76
1237,1.90209e+76
1238,1.90516e+76
1239,1.90824e+76
1240,1.91132e+76
1241,1.91441e+76
1242,1.91749e+76
1243,1.92058e+76
1244,1.92367e+76
1245,1.92677e+76
1246,1.92987e+76
1247,1.93296e+76
1248,1.93607e+76
1249,1.93917e+76
1250,1.94228e+76
1251,1.94538e+76
1252,1.9485e+76
1253,1.95161e+76
1254,1.95473e+76
1255,1.95785e+76
1256,1.96097e+76
1257,1.96409e+76
1258,1.96722e+76
1259,1.97035e+76
1260,1.97348e+76
1261,1.97661e+76
1262,1.97975e+76
1263,1.98289e+76
1264,1.98603e+76
1265,1.98917e+76
1266,1.99232e+76
1267,1.99546e+76
1268,1.99862e+76
1269,2.00177e+76
1270,2.00493e+76
1271,2.00808e+76
1272,2.01125e+76
1273,2.01441e+76
1274,2.01758e+76
1275,2.02074e+76
1276,2.02391e+76
1277,2.02709e+76
1278,2.03026e+76
1279,2.03344e+76
1280,2.03662e+76
1281,2.03981e+76
1282,2.04299e+76
1283,2.04618e+76
1284,2.04937e+76
1285,2.05257e+76
1286,2.05576e+76
1287,2.05896e+76
1288,2.06216e+76
1289,2.06536e+76
1290,2.06857e+76
1291,2.07178e+76
1292,2.07499e+76
1293,2.0782e+76
1294,2.08142e+76
1295,2.08464e+76
1296,2.08786e+76
1297,2.09108e+76
1298,2.09431e+76
1299,2.09753e+76
1300,2.10077e+76
1301,2.104e+76
1302,2.10723e+76
1303,2.11047e+76
1304,2.11371e+76
1305,2.11696e+76
1306,2.1202e+76
1307,2.12345e+76
1308,2.1267e+76
1309,2.12995e+76
1310,2.13321e+76
1311,2.13647e+76
1312,2.13973e+76
1313,2.14299e+76
1314,2.14626e+76
1315,2.14952e+76
1316,2.15279e+76
1317,2.15607e+76
1318,2.15934e+76
1319,2.16262e+76
1320,2.1659e+76
1321,2.16918e+76
1322,2.17247e+76
1323,2.17576e+76
1324,2.17905e+76
1325,2.18234e+76
1326,2.18564e+76
1327,2.18893e+76
1328,2.19223e+76
1329,2.19554e+76
1330,2.19884e+76
1331,2.20215e+76
1332,2.20546e+76
1333,2.20877e+76
1334,2.21209e+76
1335,2.21541e+76
1336,2.21873e+76
1337,2.22205e+76
1338,2.22537e+76
1339,2.2287e+76
1340,2.23203e+76
1341,2.23536e+76
1342,2.2387e+76
1343,2.24204e+76
1344,2.24538e+76
1345,2.24872e+76
1346,2.25207e+76
1347,2.25541e+76
1348,2.25876e+76
1349,2.26212e+76
1350,2.26547e+76
1351,2.26883e+76
1352,2.27219e+76
1353,2.27555e+76
1354,2.27892e+76
1355,2.28228e+76
1356,2.28565e+76
1357,2.28903e+76
1358,2.2924e+76
1359,2.29578e+76
1360,2.29916e+76
1361,2.30254e+76
1362,2.30592e+76
1363,2.30931e+76
1364,2.3127e+76
