time,data
1822,3.65022
1823,3.65462
1824,3.65904
1825,3.66348
1826,3.66792
1827,3.67238
1828,3.67685
1829,3.68134
1830,3.68583
1831,3.69034
1832,3.69487
1833,3.69941
1834,3.70396
1835,3.70852
1836,3.71309
1837,3.71768
1838,3.72227
1839,3.72688
1840,3.7315
1841,3.73613
1842,3.74077
1843,3.74542
1844,3.75008
1845,3.75475
1846,3.75943
1847,3.76412
1848,3.76881
1849,3.77352
1850,3.77823
1851,3.78294
1852,3.78767
1853,3.7924
1854,3.79713
1855,3.80187
1856,3.80662
1857,3.81136
1858,3.81612
1859,3.82087
1860,3.82563
1861,3.83039
1862,3.83515
1863,3.83991
1864,3.84468
1865,3.84945
1866,3.85423
1867,3.859
1868,3.86379
1869,3.86857
1870,3.87336
1871,3.87816
1872,3.88296
1873,3.88777
1874,3.89259
1875,3.89741
1876,3.90224
1877,3.90708
1878,3.91193
1879,3.9168
1880,3.92167
1881,3.92655
1882,3.93145
1883,3.93636
1884,3.94128
1885,3.94621
1886,3.95116
